,STATIONS_ID,MESS_DATUM,QN_8,  R1,RS_IND,WRTR,eor
10432,3379,1998092308,1,0.0,0,-999,eor
10433,3379,1998092309,1,0.0,0,-999,eor
10434,3379,1998092310,1,0.0,0,-999,eor
10435,3379,1998092311,1,0.0,0,-999,eor
10436,3379,1998092312,1,0.0,0,-999,eor
10437,3379,1998092313,1,0.0,0,-999,eor
10438,3379,1998092314,1,0.0,0,-999,eor
10439,3379,1998092315,1,0.0,0,-999,eor
10440,3379,1998092316,1,0.0,0,-999,eor
10441,3379,1998092317,1,0.0,0,-999,eor
10442,3379,1998092318,1,0.0,0,-999,eor
10443,3379,1998092319,1,0.0,0,-999,eor
10444,3379,1998092320,1,0.0,0,-999,eor
10445,3379,1998092321,1,0.0,0,-999,eor
10446,3379,1998092322,1,0.0,0,-999,eor
10447,3379,1998092323,1,0.0,0,-999,eor
10448,3379,1998092400,1,0.0,0,-999,eor
10449,3379,1998092401,1,0.0,0,-999,eor
10450,3379,1998092402,1,0.0,0,-999,eor
10451,3379,1998092403,1,0.0,0,-999,eor
10452,3379,1998092404,1,0.0,0,-999,eor
10453,3379,1998092405,1,0.0,0,-999,eor
10454,3379,1998092406,1,0.0,0,-999,eor
10455,3379,1998092407,1,0.0,0,-999,eor
10456,3379,1998092408,1,0.0,0,-999,eor
10457,3379,1998092409,1,0.0,0,-999,eor
10458,3379,1998092410,1,0.0,0,-999,eor
10459,3379,1998092411,1,0.0,0,-999,eor
10460,3379,1998092412,1,0.0,0,-999,eor
10461,3379,1998092413,1,0.0,0,-999,eor
10462,3379,1998092414,1,0.0,0,-999,eor
10463,3379,1998092415,1,0.0,0,-999,eor
10464,3379,1998092416,1,0.0,0,-999,eor
10465,3379,1998092417,1,0.0,0,-999,eor
10466,3379,1998092418,1,0.0,0,-999,eor
10467,3379,1998092419,1,0.0,0,-999,eor
10468,3379,1998092420,1,0.0,0,-999,eor
10469,3379,1998092421,1,0.0,0,-999,eor
10470,3379,1998092422,1,0.0,0,-999,eor
10471,3379,1998092423,1,0.0,0,-999,eor
10472,3379,1998092500,1,0.0,0,-999,eor
10473,3379,1998092501,1,0.0,0,-999,eor
10474,3379,1998092502,1,0.0,0,-999,eor
10475,3379,1998092503,1,0.0,0,-999,eor
10476,3379,1998092504,1,0.0,0,-999,eor
10477,3379,1998092505,1,0.0,0,-999,eor
10478,3379,1998092506,1,0.0,0,-999,eor
10479,3379,1998092507,1,0.0,0,-999,eor
10480,3379,1998092508,1,0.0,0,-999,eor
10481,3379,1998092509,1,0.0,0,-999,eor
10482,3379,1998092510,1,0.0,0,-999,eor
10483,3379,1998092511,1,0.0,0,-999,eor
10484,3379,1998092512,1,0.0,0,-999,eor
10485,3379,1998092513,1,0.0,0,-999,eor
10486,3379,1998092514,1,0.0,0,-999,eor
10487,3379,1998092515,1,0.0,0,-999,eor
10488,3379,1998092516,1,0.0,0,-999,eor
10489,3379,1998092517,1,0.0,0,-999,eor
10490,3379,1998092518,1,0.0,0,-999,eor
10491,3379,1998092519,1,0.0,0,-999,eor
10492,3379,1998092520,1,0.0,0,-999,eor
10493,3379,1998092521,1,0.0,0,-999,eor
10494,3379,1998092522,1,0.0,0,-999,eor
10495,3379,1998092523,1,0.0,0,-999,eor
10496,3379,1998092600,1,0.0,0,-999,eor
10497,3379,1998092601,1,0.0,0,-999,eor
10498,3379,1998092602,1,0.0,0,-999,eor
